x,y,q1,q2
2020-08-30,404.0143168123191,159.48900563217308,1021.1048861060757
2020-09-06,306.6676323856193,121.56016433231352,771.3502373994063
2020-09-13,232.1273211865881,90.74035119577348,591.4148662528606
2020-09-20,223.64672165364297,84.20193779865076,591.3122273227043
2020-09-27,195.6849186121528,73.07918420068295,521.2108967165502
2020-10-04,180.94715072343413,65.96020431125415,493.39463330329284
2020-10-11,220.76525547950519,82.22759445258993,589.9077255129029
2020-10-18,177.04574527644655,65.66859969125066,474.4905241425899
2020-10-25,132.84771393766914,47.19591053176331,370.71640350135465
2020-11-01,344.12675296393104,120.65713367710553,978.0833633115743
2020-11-08,246.1500903948272,96.82753862457288,623.3964433837649
2020-11-15,170.7024213642212,60.93159358985889,475.0368625031491
2020-11-22,492.1985773793548,194.39721855444722,1243.8735889310499
2020-11-29,204.92389295296638,81.11353999135184,515.4148287038995
2020-12-06,103.50040142145959,39.0982885346912,271.3391520263619
2020-12-13,107.45725115080177,41.75237779395716,274.1420139454964
2020-12-20,125.1063803887476,45.21040443353509,343.1393636280481
2020-12-27,94.5681381534358,34.720318818020615,254.6883402033503
2021-01-17,462.70540336447084,174.0086429474731,1227.6404687678385
2021-01-24,471.0359427855851,177.524240386173,1247.110233094899
2021-01-31,366.8827776679587,124.98726943084772,1073.2175675057179
2021-02-28,1186.292142825719,451.3808500343225,3115.097050325484
2021-03-07,707.762288576678,261.72047595542375,1911.0853823121263
2021-04-04,436.8044027324501,171.16516210332625,1112.3070866966889
2021-04-11,647.3196445642417,257.1129176330178,1627.428229715759
2021-04-18,480.2967651000944,174.90701999233596,1315.869424005409
2021-05-16,644.1184838686999,243.1970321523352,1703.27074629404
2021-05-23,392.4794134579423,148.1294093963592,1037.199302484371
2021-05-30,563.8246539300401,200.92367906634678,1578.9379803414029
2021-06-27,264.02436958328127,98.64115487198906,703.9086952399507
2021-07-04,173.93099882879972,67.33404403322702,446.8127232798054
2021-08-01,118.11188706640003,38.43104038423612,358.80896020666046
2021-08-08,102.39749322486159,37.90671121272227,273.78656694296455
2021-08-15,152.41842648011712,59.518593972101726,387.9253209432695
2021-09-12,90.63485909059082,32.07565351550383,252.8709445791135
2021-09-19,146.051238190808,54.55227656680072,388.25617436122815
2021-09-26,124.61720155483255,46.08899033790814,334.10341192778293
2021-10-17,125.36311783148764,44.936483261135365,346.60252449720883
2021-10-24,158.40928869416084,55.09078001955556,452.0391859966803
2021-10-31,202.48592938591543,73.7879986277018,552.651979165446
2021-11-28,266.9976746181578,96.89120868411003,732.6997322457054
2021-12-05,284.9155283781024,105.34970589819183,767.6686923797065
2021-12-12,276.6707779116887,105.67304989691796,721.7791928756878
2022-01-09,706.7746105271776,276.70203060693666,1802.8935409008313
2022-01-16,413.5483820602975,148.29105408670821,1150.1095699612363
2022-02-13,639.935706168508,229.7182252943333,1779.52071490086
2022-02-20,817.0517600411631,315.3087760761991,2114.6816779096607
2022-02-27,1306.1302550234236,514.2278257535655,3315.18250838576
2022-03-27,1173.2404556585807,447.0950626347597,3076.1163591890754
2022-04-03,1733.689127019385,678.0876310871536,4430.160618522715
2022-04-10,1115.2647260917377,396.1621091987329,3136.3761742542297
2022-05-01,979.0696238237565,371.29717675310906,2579.026192836334
2022-05-08,1931.7361453740673,744.4892176046285,5009.7619525846985
2022-05-15,1746.663454776586,648.0940454396572,4704.523910780629
2022-06-12,518.2363553698918,192.50414935598687,1392.284813969634
2022-06-19,753.7760591177955,274.78128399226256,2064.719947236787
2022-06-26,324.3197140509873,103.2754366582238,1013.9362087746242
2022-07-24,343.92018377358823,119.41488133304594,987.0002526046286
2022-07-31,369.5695233893443,92.6925121508699,1464.6643152430488
2022-08-07,197.3432855028621,39.98378236473706,958.8933196053304
2022-08-28,143.96955315544648,43.13203494166342,475.2112458641518
2022-09-04,146.4881324156799,26.138465082303885,800.5467764110725
2022-09-11,282.1577243486541,47.67928768565491,1646.0721054107723
2022-10-09,258.44098306621265,42.285914100382016,1554.0006299570975
2022-10-16,373.1684807569183,67.82851975214598,2033.0703606018678
2022-10-23,422.21430750010944,107.66805281824537,1647.2337304080634
2022-11-20,785.2903401198957,248.60078526770155,2475.9653601160503
2022-11-27,399.86121275544406,96.50449147936307,1647.0236905371232
2022-12-25,543.6482673129705,142.16677585880853,2071.001225895942
2023-01-01,496.8863546714343,86.94232363774525,2817.7886322986965
2023-01-08,515.1233525084594,109.90507169746552,2400.903816727428
2023-02-05,724.5028005775332,141.5831154417813,3690.561318568339
2023-02-12,684.056389597263,137.2416143543235,3393.7972838712676
2023-02-19,594.894481104012,131.68682972106967,2675.1528130311026
2023-03-12,1206.6034950109017,397.5010368284227,3658.47906376572
2023-03-19,1052.0609810587355,295.62286347390466,3737.5433369533393
2023-03-26,1761.832670816405,594.3211346095957,5219.004539794497
2023-04-23,416.15402412838887,118.75210720772958,1452.1475387288735
2023-04-30,359.1199672284029,62.820657030677104,2031.0441191047087
2023-05-07,459.8050477884874,128.28274436849068,1641.4565637477515
2023-06-04,661.0895685026003,148.97150471785739,2921.9725843229653
2023-06-11,730.6199463036191,146.02749682185325,3639.596197307712
2023-07-09,685.131326039402,143.17861384988348,3264.229037801355
2023-07-16,421.465685368411,57.321926625139106,3059.2084951849
2023-07-23,589.6961885442702,76.47828851290507,4502.480831311991
2023-08-20,486.3200656259965,68.2505291800796,3428.300095948416
2023-08-27,566.4333548945842,69.68970969958268,4553.844172019907
2023-09-03,590.0763540897237,72.9336169576194,4724.472264724559
2023-09-24,637.5240967996283,77.90974736714323,5165.827113218537
2023-10-01,534.1602247228249,65.79309410681553,4286.81552876378
2023-10-08,445.46154739678144,51.9143188790523,3765.9938407321797
2023-11-05,412.2553583545246,44.44860365609629,3756.6510051001023
2023-11-12,410.2781926559797,44.174975311956686,3743.3241658972024
2023-11-19,411.6613843084968,44.27505561905631,3760.2194125661094
2023-12-17,421.62301866483,47.29806978550449,3697.081863283466
2023-12-24,446.86793265745985,52.33154284929476,3760.107861996145
2024-01-07,476.7404541438434,54.15511302723619,4137.07404243484
2024-01-14,532.1797474472156,59.99131085246252,4660.002347950008
